CREATEDAT,CREATEDBY,MODIFIEDAT,MODIFIEDBY,code ,description,department_code
0010-10-20 22:00:00.000000184,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000184,juan.isaza@giproyectos.com,133,Hatillo de Loba,13
0010-10-20 22:00:00.000000185,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000185,juan.isaza@giproyectos.com,1343,Magangué,13
0010-10-20 22:00:00.000000186,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000186,juan.isaza@giproyectos.com,13433,Mahates,13
0010-10-20 22:00:00.000000187,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000187,juan.isaza@giproyectos.com,1344,Margarita,13
0010-10-20 22:00:00.000000188,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000188,juan.isaza@giproyectos.com,13442,María la Baja,13
0010-10-20 22:00:00.000000189,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000189,juan.isaza@giproyectos.com,13468,Mompós,13
0010-10-20 22:00:00.000000190,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000190,juan.isaza@giproyectos.com,13458,Montecristo,13
0010-10-20 22:00:00.000000191,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000191,juan.isaza@giproyectos.com,13473,Morales,13
0010-10-20 22:00:00.000000192,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000192,juan.isaza@giproyectos.com,1349,Norosí,13
0010-10-20 22:00:00.000000193,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000193,juan.isaza@giproyectos.com,13549,Pinillos,13
0010-10-20 22:00:00.000000194,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000194,juan.isaza@giproyectos.com,1358,Regidor,13
0010-10-20 22:00:00.000000195,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000195,juan.isaza@giproyectos.com,136,Río Viejo,13
0010-10-20 22:00:00.000000196,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000196,juan.isaza@giproyectos.com,1362,San Cristóbal,13
0010-10-20 22:00:00.000000197,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000197,juan.isaza@giproyectos.com,13647,San Estanislao,13
0010-10-20 22:00:00.000000198,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000198,juan.isaza@giproyectos.com,1365,San Fernando,13
0010-10-20 22:00:00.000000199,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000199,juan.isaza@giproyectos.com,13654,San Jacinto,13
0010-10-20 22:00:00.000000200,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000200,juan.isaza@giproyectos.com,13655,San Jacinto del Cauca,13
0010-10-20 22:00:00.000000201,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000201,juan.isaza@giproyectos.com,13657,San Juan Nepomuceno,13
0010-10-20 22:00:00.000000202,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000202,juan.isaza@giproyectos.com,13667,San Martín de Loba,13
0010-10-20 22:00:00.000000203,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000203,juan.isaza@giproyectos.com,15681,San Pablo de Borbur,13
0010-10-20 22:00:00.000000204,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000204,juan.isaza@giproyectos.com,13673,Santa Catalina,13
0010-10-20 22:00:00.000000205,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000205,juan.isaza@giproyectos.com,13683,Santa Rosa,13
0010-10-20 22:00:00.000000206,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000206,juan.isaza@giproyectos.com,13688,Santa Rosa del Sur,13
0010-10-20 22:00:00.000000207,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000207,juan.isaza@giproyectos.com,13744,Simití,13
0010-10-20 22:00:00.000000208,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000208,juan.isaza@giproyectos.com,1376,Soplaviento,13
0010-10-20 22:00:00.000000209,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000209,juan.isaza@giproyectos.com,1378,Talaigua Nuevo,13
0010-10-20 22:00:00.000000210,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000210,juan.isaza@giproyectos.com,1381,Tiquisio,13
0010-10-20 22:00:00.000000211,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000211,juan.isaza@giproyectos.com,13836,Turbaco,13
0010-10-20 22:00:00.000000212,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000212,juan.isaza@giproyectos.com,13838,Turbaná,13
0010-10-20 22:00:00.000000213,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000213,juan.isaza@giproyectos.com,13873,Villanueva,13
0010-10-20 22:00:00.000000214,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000214,juan.isaza@giproyectos.com,13894,Zambrano,13
0010-10-20 22:00:00.000000215,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000215,juan.isaza@giproyectos.com,15022,Almeida,15
0010-10-20 22:00:00.000000216,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000216,juan.isaza@giproyectos.com,15047,Aquitania,15
0010-10-20 22:00:00.000000217,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000217,juan.isaza@giproyectos.com,15051,Arcabuco,15
0010-10-20 22:00:00.000000218,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000218,juan.isaza@giproyectos.com,52083,Belén,15
0010-10-20 22:00:00.000000219,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000219,juan.isaza@giproyectos.com,1509,Berbeo,15
0010-10-20 22:00:00.000000220,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000220,juan.isaza@giproyectos.com,15092,Betéitiva,15
0010-10-20 22:00:00.000000221,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000221,juan.isaza@giproyectos.com,15097,Boavita,15
0010-10-20 22:00:00.000000222,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000222,juan.isaza@giproyectos.com,15104,Boyacá,15
0010-10-20 22:00:00.000000223,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000223,juan.isaza@giproyectos.com,15106,Briceño,15
0010-10-20 22:00:00.000000224,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000224,juan.isaza@giproyectos.com,15109,Buena Vista,15
0010-10-20 22:00:00.000000225,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000225,juan.isaza@giproyectos.com,15114,Busbanzá,15
0010-10-20 22:00:00.000000226,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000226,juan.isaza@giproyectos.com,15131,Caldas,15
0010-10-20 22:00:00.000000227,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000227,juan.isaza@giproyectos.com,15135,Campohermoso,15
0010-10-20 22:00:00.000000228,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000228,juan.isaza@giproyectos.com,15162,Cerinza,15
0010-10-20 22:00:00.000000229,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000229,juan.isaza@giproyectos.com,15172,Chinavita,15
0010-10-20 22:00:00.000000230,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000230,juan.isaza@giproyectos.com,15176,Chiquinquirá,15
0010-10-20 22:00:00.000000231,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000231,juan.isaza@giproyectos.com,15232,Chíquiza,15
0010-10-20 22:00:00.000000232,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000232,juan.isaza@giproyectos.com,1518,Chiscas,15
0010-10-20 22:00:00.000000233,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000233,juan.isaza@giproyectos.com,15183,Chita,15
0010-10-20 22:00:00.000000234,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000234,juan.isaza@giproyectos.com,15185,Chitaraque,15
0010-10-20 22:00:00.000000235,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000235,juan.isaza@giproyectos.com,15187,Chivatá,15
0010-10-20 22:00:00.000000236,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000236,juan.isaza@giproyectos.com,15236,Chivor,15
0010-10-20 22:00:00.000000237,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000237,juan.isaza@giproyectos.com,15189,Ciénega,15
0010-10-20 22:00:00.000000238,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000238,juan.isaza@giproyectos.com,15204,Cómbita,15
0010-10-20 22:00:00.000000239,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000239,juan.isaza@giproyectos.com,15212,Coper,15
0010-10-20 22:00:00.000000240,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000240,juan.isaza@giproyectos.com,15215,Corrales,15
0010-10-20 22:00:00.000000241,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000241,juan.isaza@giproyectos.com,15218,Covarachía,15
0010-10-20 22:00:00.000000242,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000242,juan.isaza@giproyectos.com,15223,Cubará,15
0010-10-20 22:00:00.000000243,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000243,juan.isaza@giproyectos.com,15224,Cucaita,15
0010-10-20 22:00:00.000000244,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000244,juan.isaza@giproyectos.com,15226,Cuítiva,15
0010-10-20 22:00:00.000000245,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000245,juan.isaza@giproyectos.com,15238,Duitama,15
0010-10-20 22:00:00.000000246,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000246,juan.isaza@giproyectos.com,15244,El Cocuy,15
0010-10-20 22:00:00.000000247,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000247,juan.isaza@giproyectos.com,15248,El Espino,15
0010-10-20 22:00:00.000000248,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000248,juan.isaza@giproyectos.com,15272,Firavitoba,15
0010-10-20 22:00:00.000000249,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000249,juan.isaza@giproyectos.com,15276,Floresta,15
0010-10-20 22:00:00.000000250,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000250,juan.isaza@giproyectos.com,15293,Gachantivá,15
0010-10-20 22:00:00.000000251,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000251,juan.isaza@giproyectos.com,15296,Gameza,15
0010-10-20 22:00:00.000000252,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000252,juan.isaza@giproyectos.com,15299,Garagoa,15
0010-10-20 22:00:00.000000253,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000253,juan.isaza@giproyectos.com,15317,Guacamayas,15
0010-10-20 22:00:00.000000254,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000254,juan.isaza@giproyectos.com,15322,Guateque,15
0010-10-20 22:00:00.000000255,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000255,juan.isaza@giproyectos.com,15325,Guayatá,15
0010-10-20 22:00:00.000000256,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000256,juan.isaza@giproyectos.com,15332,Güicán,15
0010-10-20 22:00:00.000000257,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000257,juan.isaza@giproyectos.com,15362,Iza,15
0010-10-20 22:00:00.000000258,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000258,juan.isaza@giproyectos.com,15367,Jenesano,15
0010-10-20 22:00:00.000000259,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000259,juan.isaza@giproyectos.com,15368,Jericó,15
0010-10-20 22:00:00.000000260,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000260,juan.isaza@giproyectos.com,1538,La Capilla,15
0010-10-20 22:00:00.000000261,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000261,juan.isaza@giproyectos.com,15403,La Uvita,15
0010-10-20 22:00:00.000000262,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000262,juan.isaza@giproyectos.com,15401,La Victoria,15
0010-10-20 22:00:00.000000263,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000263,juan.isaza@giproyectos.com,15377,Labranzagrande,15
0010-10-20 22:00:00.000000264,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000264,juan.isaza@giproyectos.com,15425,Macanal,15
0010-10-20 22:00:00.000000265,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000265,juan.isaza@giproyectos.com,15442,Maripí,15
0010-10-20 22:00:00.000000266,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000266,juan.isaza@giproyectos.com,15455,Miraflores,15
0010-10-20 22:00:00.000000267,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000267,juan.isaza@giproyectos.com,15464,Mongua,15
0010-10-20 22:00:00.000000268,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000268,juan.isaza@giproyectos.com,15466,Monguí,15
0010-10-20 22:00:00.000000269,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000269,juan.isaza@giproyectos.com,15469,Moniquirá,15
0010-10-20 22:00:00.000000270,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000270,juan.isaza@giproyectos.com,15476,Motavita,15
0010-10-20 22:00:00.000000271,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000271,juan.isaza@giproyectos.com,1548,Muzo,15
0010-10-20 22:00:00.000000272,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000272,juan.isaza@giproyectos.com,15491,Nobsa,15
0010-10-20 22:00:00.000000273,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000273,juan.isaza@giproyectos.com,15494,Nuevo Colón,15
0010-10-20 22:00:00.000000274,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000274,juan.isaza@giproyectos.com,155,Oicatá,15
0010-10-20 22:00:00.000000275,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000275,juan.isaza@giproyectos.com,15507,Otanche,15
0010-10-20 22:00:00.000000276,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000276,juan.isaza@giproyectos.com,15511,Pachavita,15
0010-10-20 22:00:00.000000277,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000277,juan.isaza@giproyectos.com,15514,Páez,15
0010-10-20 22:00:00.000000278,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000278,juan.isaza@giproyectos.com,15516,Paipa,15
0010-10-20 22:00:00.000000279,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000279,juan.isaza@giproyectos.com,15518,Pajarito,15
0010-10-20 22:00:00.000000280,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000280,juan.isaza@giproyectos.com,15522,Panqueba,15
0010-10-20 22:00:00.000000281,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000281,juan.isaza@giproyectos.com,15531,Pauna,15
0010-10-20 22:00:00.000000282,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000282,juan.isaza@giproyectos.com,15533,Paya,15
0010-10-20 22:00:00.000000283,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000283,juan.isaza@giproyectos.com,15537,Paz de Río,15
0010-10-20 22:00:00.000000284,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000284,juan.isaza@giproyectos.com,15542,Pesca,15
0010-10-20 22:00:00.000000285,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000285,juan.isaza@giproyectos.com,1555,Pisba,15
0010-10-20 22:00:00.000000286,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000286,juan.isaza@giproyectos.com,15572,Puerto Boyacá,15
0010-10-20 22:00:00.000000287,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000287,juan.isaza@giproyectos.com,1558,Quípama,15
0010-10-20 22:00:00.000000288,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000288,juan.isaza@giproyectos.com,15599,Ramiriquí,15
0010-10-20 22:00:00.000000289,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000289,juan.isaza@giproyectos.com,156,Ráquira,15
0010-10-20 22:00:00.000000290,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000290,juan.isaza@giproyectos.com,15621,Rondón,15
0010-10-20 22:00:00.000000291,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000291,juan.isaza@giproyectos.com,15632,Saboyá,15
0010-10-20 22:00:00.000000292,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000292,juan.isaza@giproyectos.com,15638,Sáchica,15
0010-10-20 22:00:00.000000293,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000293,juan.isaza@giproyectos.com,15646,Samacá,15
0010-10-20 22:00:00.000000294,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000294,juan.isaza@giproyectos.com,1566,San Eduardo,15
0010-10-20 22:00:00.000000295,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000295,juan.isaza@giproyectos.com,15664,San José de Pare,15
0010-10-20 22:00:00.000000296,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000296,juan.isaza@giproyectos.com,85325,San Luis de Gaceno,15
0010-10-20 22:00:00.000000297,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000297,juan.isaza@giproyectos.com,15673,San Mateo,15
0010-10-20 22:00:00.000000298,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000298,juan.isaza@giproyectos.com,15676,San Miguel de Sema,15
0010-10-20 22:00:00.000000299,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000299,juan.isaza@giproyectos.com,1367,San Pablo de Borbur,15
0010-10-20 22:00:00.000000300,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000300,juan.isaza@giproyectos.com,1569,Santa María,15
0010-10-20 22:00:00.000000301,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000301,juan.isaza@giproyectos.com,15693,Santa Rosa de Viterbo,15
0010-10-20 22:00:00.000000302,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000302,juan.isaza@giproyectos.com,15696,Santa Sofía,15
0010-10-20 22:00:00.000000303,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000303,juan.isaza@giproyectos.com,15686,Santana,15
0010-10-20 22:00:00.000000304,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000304,juan.isaza@giproyectos.com,1572,Sativanorte,15
0010-10-20 22:00:00.000000305,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000305,juan.isaza@giproyectos.com,15723,Sativasur,15
0010-10-20 22:00:00.000000306,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000306,juan.isaza@giproyectos.com,1574,Siachoque,15
0010-10-20 22:00:00.000000307,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000307,juan.isaza@giproyectos.com,15753,Soatá,15
0010-10-20 22:00:00.000000308,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000308,juan.isaza@giproyectos.com,15757,Socha,15
0010-10-20 22:00:00.000000309,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000309,juan.isaza@giproyectos.com,15755,Socotá,15
0010-10-20 22:00:00.000000310,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000310,juan.isaza@giproyectos.com,15759,Sogamoso,15
0010-10-20 22:00:00.000000311,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000311,juan.isaza@giproyectos.com,15761,Somondoco,15
0010-10-20 22:00:00.000000312,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000312,juan.isaza@giproyectos.com,15762,Sora,15
0010-10-20 22:00:00.000000313,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000313,juan.isaza@giproyectos.com,15764,Soracá,15
0010-10-20 22:00:00.000000314,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000314,juan.isaza@giproyectos.com,15763,Sotaquirá,15
0010-10-20 22:00:00.000000315,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000315,juan.isaza@giproyectos.com,15774,Susacón,15
0010-10-20 22:00:00.000000316,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000316,juan.isaza@giproyectos.com,15776,Sutamarchán,15
0010-10-20 22:00:00.000000317,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000317,juan.isaza@giproyectos.com,15778,Sutatenza,15
0010-10-20 22:00:00.000000318,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000318,juan.isaza@giproyectos.com,1579,Tasco,15
0010-10-20 22:00:00.000000319,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000319,juan.isaza@giproyectos.com,15798,Tenza,15
0010-10-20 22:00:00.000000320,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000320,juan.isaza@giproyectos.com,15804,Tibaná,15
0010-10-20 22:00:00.000000321,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000321,juan.isaza@giproyectos.com,15806,Tibasosa,15
0010-10-20 22:00:00.000000322,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000322,juan.isaza@giproyectos.com,15808,Tinjacá,15
0010-10-20 22:00:00.000000323,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000323,juan.isaza@giproyectos.com,1581,Tipacoque,15
0010-10-20 22:00:00.000000324,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000324,juan.isaza@giproyectos.com,15814,Toca,15
0010-10-20 22:00:00.000000325,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000325,juan.isaza@giproyectos.com,15816,Togüí,15
0010-10-20 22:00:00.000000326,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000326,juan.isaza@giproyectos.com,1582,Tópaga,15
0010-10-20 22:00:00.000000327,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000327,juan.isaza@giproyectos.com,15822,Tota,15
0010-10-20 22:00:00.000000328,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000328,juan.isaza@giproyectos.com,15001,Tunja,15
0010-10-20 22:00:00.000000329,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000329,juan.isaza@giproyectos.com,15832,Tununguá,15
0010-10-20 22:00:00.000000330,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000330,juan.isaza@giproyectos.com,15835,Turmequé,15
0010-10-20 22:00:00.000000331,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000331,juan.isaza@giproyectos.com,15837,Tuta,15
0010-10-20 22:00:00.000000332,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000332,juan.isaza@giproyectos.com,15839,Tutazá,15
0010-10-20 22:00:00.000000333,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000333,juan.isaza@giproyectos.com,15842,Umbita,15
0010-10-20 22:00:00.000000334,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000334,juan.isaza@giproyectos.com,15861,Ventaquemada,15
0010-10-20 22:00:00.000000335,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000335,juan.isaza@giproyectos.com,15407,Villa de Leyva,15
0010-10-20 22:00:00.000000336,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000336,juan.isaza@giproyectos.com,15879,Viracachá,15
0010-10-20 22:00:00.000000337,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000337,juan.isaza@giproyectos.com,15897,Zetaquira,15
0010-10-20 22:00:00.000000338,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000338,juan.isaza@giproyectos.com,17013,Aguadas,17
0010-10-20 22:00:00.000000339,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000339,juan.isaza@giproyectos.com,17042,Anserma,17
0010-10-20 22:00:00.000000340,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000340,juan.isaza@giproyectos.com,1705,Aranzazu,17
0010-10-20 22:00:00.000000341,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000341,juan.isaza@giproyectos.com,17088,Belalcázar,17
0010-10-20 22:00:00.000000342,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000342,juan.isaza@giproyectos.com,17174,Chinchiná,17
0010-10-20 22:00:00.000000343,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000343,juan.isaza@giproyectos.com,17272,Filadelfia,17
0010-10-20 22:00:00.000000344,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000344,juan.isaza@giproyectos.com,1738,La Dorada,17
0010-10-20 22:00:00.000000345,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000345,juan.isaza@giproyectos.com,17388,La Merced,17
0010-10-20 22:00:00.000000346,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000346,juan.isaza@giproyectos.com,17001,Manizales,17
0010-10-20 22:00:00.000000347,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000347,juan.isaza@giproyectos.com,17433,Manzanares,17
0010-10-20 22:00:00.000000348,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000348,juan.isaza@giproyectos.com,17442,Marmato,17
0010-10-20 22:00:00.000000349,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000349,juan.isaza@giproyectos.com,17444,Marquetalia,17
0010-10-20 22:00:00.000000350,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000350,juan.isaza@giproyectos.com,17446,Marulanda,17
0010-10-20 22:00:00.000000351,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000351,juan.isaza@giproyectos.com,17486,Neira,17
0010-10-20 22:00:00.000000352,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000352,juan.isaza@giproyectos.com,17495,Norcasia,17
0010-10-20 22:00:00.000000353,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000353,juan.isaza@giproyectos.com,17513,Pácora,17
0010-10-20 22:00:00.000000354,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000354,juan.isaza@giproyectos.com,17524,Palestina,17
0010-10-20 22:00:00.000000355,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000355,juan.isaza@giproyectos.com,17541,Pensilvania,17
0010-10-20 22:00:00.000000356,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000356,juan.isaza@giproyectos.com,17614,Riosucio,17
0010-10-20 22:00:00.000000357,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000357,juan.isaza@giproyectos.com,17616,Risaralda,17
0010-10-20 22:00:00.000000358,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000358,juan.isaza@giproyectos.com,17653,Salamina,17
0010-10-20 22:00:00.000000359,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000359,juan.isaza@giproyectos.com,17662,Samaná,17
0010-10-20 22:00:00.000000360,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000360,juan.isaza@giproyectos.com,17665,San José,17
0010-10-20 22:00:00.000000361,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000361,juan.isaza@giproyectos.com,17777,Supía,17
0010-10-20 22:00:00.000000362,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000362,juan.isaza@giproyectos.com,17867,Victoria,17
0010-10-20 22:00:00.000000363,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000363,juan.isaza@giproyectos.com,17873,Villamaría,17
0010-10-20 22:00:00.000000364,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000364,juan.isaza@giproyectos.com,17877,Viterbo,17
0010-10-20 22:00:00.000000365,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000365,juan.isaza@giproyectos.com,18029,Albania,18
0010-10-20 22:00:00.000000366,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000366,juan.isaza@giproyectos.com,18094,Belén de Los Andaquies,18
0010-10-20 22:00:00.000000367,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000367,juan.isaza@giproyectos.com,1815,Cartagena del Chairá,18
0010-10-20 22:00:00.000000368,juan.isaza@giproyectos.com,0010-10-20 22:00:00.000000368,juan.isaza@giproyectos.com,18205,Curillo,18
